rErrorMsg,rWouldTakeAgain,rClass,rTextBookUse,easyColor,teacherGrade,rEasy,rClarity,usefulGrouping,rInterest,sId,quality,id,rStatus,attendance,teacherRatingTags,rOverallString,rComments,rDate,TeacherID,takenForCredit,onlineClass,notHelpCount,rHelpful,teacher,helpColor,rEasyString,unUsefulGrouping,rOverall,helpCount,clarityColor
,N/A,CSE340,No,good,N/A,5,1,people,Meh,45,awful,20173238,1,N/A,[],1.0,Without a doubt the worst professor I've had at ASU.  Would frequently not show up to class without warning.  Exams were wildly inconsistent. Lectures were beyond useless. Projects took 40+ hours and people still failed them because of automatic grading. Stay away at all costs.,05/02/2012,1606067,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE340,No,good,N/A,5,1,people,Really into it,45,awful,20172676,1,N/A,[],1.0,"Professor does not give clear lectures and makes it clear she is not invested in student learning. Grading is done with least work possible on part of professor and graders and she does not seem to have interest in whether the students understand the topic.  In addition, she missed three straight class periods.",05/02/2012,1606067,N/A,,0,1,,poor,5.0,people,1,0,poor
,N/A,CSE340,No,good,N/A,5,2,people,Sorta interested,45,poor,20172672,1,N/A,[],1.5,Avoid.  I have never worked so hard for a failing grade.  Not helpful.  Stonewalled me when I asked for help or explanation.  Gone for 4 weeks.  Average project 40+ hours.  Catered to grader so she would not have to grade.  Tests were 15 questions mult choice 6 points.  Extremely detailed.  Not forgiving in any sense of the word.,05/02/2012,1606067,N/A,,0,1,,poor,5.0,people,1.5,0,average
,N/A,CSE340,No,good,N/A,5,1,people,Really into it,45,awful,20057985,1,N/A,[],1.0,Definitely avoid this professor unless you have NO other choice. Assigned programs were extraordinarily difficult and the concepts covered in the tests were not adequately explained. The programs were also graded using automatic grading. The T.A. refused to help anyone with their programs. Average grades are in the mid 50s with this professor.,04/16/2012,1606067,N/A,,0,1,,poor,5.0,people,1,0,poor
,Yes,CSE340,No,average,B,3,5,person,Really into it,45,awesome,25137728,1,Mandatory,"[u""Skip class? You won't pass."", u'Clear grading criteria']",5.0,"First, I'm a horrible programmer. Took a lot of effort, but I learned a lot! This ISN'T one of those classes where you spend 48 hrs on a program & don't get the exact correct output & so you get an automatic zero. There is plenty of partial credit. Midterm was easy, final is what gave me a B (didn't study enough). Got 100% on 2 projects (4 total).",08/20/2015,1873786,Yes,,0,5,,good,3.0,people,5,1,good
,N/A,CSE340,No,good,N/A,5,1,people,Meh,45,poor,24127326,1,N/A,[],1.5,Good Luck to you if you want to take his class. Not sure why this is a requirement to be a software engineer since you will NEVER be asked to write a compiler in a real work environment. Nobody will ever ask you to re-invent the wheel! Anyhow I learned my lesson to not take any more classes with him again! ,12/17/2014,1873786,Yes,,4,2,,poor,5.0,people,1.5,11,poor
,N/A,340,Yes,poor,A+,1,5,people,It's my life,45,awesome,24101860,3,Not Mandatory,"[u'Caring', u'EXTRA CREDIT', u'Amazing lectures']",5.0,"He is the best professor and very passionate about his course. If you like coding then go nowhere, you will definitely love his lectures and compiler project. Don't miss any lecture, otherwise you will be out of the game. Lots of interesting stuff covered in one lecture. ",12/16/2014,1873786,Yes,,8,5,,good,1.0,people,5,2,good
,N/A,CSE340,Yes,good,N/A,5,1,people,Meh,45,awful,23719240,1,N/A,"[u'LECTURE HEAVY', u'Tough Grader', u""Skip class? You won't pass.""]",1.0,This teacher does not know how to teach and prepare you for Exams period. He is lazy 1)This is the only class he teaches and only teaches 1 semester which shows his incompetence. 2) Sometimes hard to understand and should retake Eng. 3) The assignments are full of errors and waits until the very last minute to give us and improved parser. AVOID!!!,10/30/2014,1873786,Yes,,1,1,,poor,5.0,person,1,13,poor
,N/A,CSE340,No,good,WD,4,2,person,Really into it,45,average,23548255,1,Not Mandatory,[],2.5,Summer session. Used Java. Tests are easy.  Assignment 2 is KEY.  I got 87% or higher on all exams and assignment 1. I did bad on assignment 2 and this caused me to withdraw from the class as I couldnt do assigments 3 & 4.  Ended the semester with a 67%. Zero's on 3 & 4. Would not allow usage of anothers assignment 2 to comeplete 3 and 4.,08/21/2014,1873786,N/A,,7,3,,average,4.0,people,2.5,1,average
,N/A,CSE340,No,average,N/A,3,1,people,Sorta interested,45,poor,23444290,1,N/A,[],2.0,"Nice guy and interesting lectures, but he didn't really specify the compiler project or how the grader would grade it. He does use material from Bazzi's section, which isn't a huge problem, but that is also what leads to confusion. The grader for this class was useless.",07/14/2014,1873786,N/A,,0,3,,average,3.0,people,2,12,poor
,N/A,CSE340,No,average,N/A,3,1,people,Really into it,45,poor,23438603,1,N/A,[],2.0,Not a good professor. Unclear and contradicting a lot of the time. Seems like he pulled his material from another professor. Just overall a sloppy person.,07/11/2014,1873786,N/A,,1,3,,average,3.0,person,2,8,poor
,N/A,CSE340,No,average,N/A,2,3,people,Really into it,45,good,23419361,1,N/A,[],4.0,"I was worried about taking this course over the summer - given the reputation of it for being hard - but I was happy to find out it is rather straightforward. The big thing about the course is the compiler project. Javier is good at explaining concepts, however, he leaves out critical details when it comes to the project. Use the discussion board!",07/02/2014,1873786,N/A,,7,5,,good,2.0,people,4,0,average
,N/A,CSE340,No,average,N/A,3,4,people,It's my life,45,awesome,23406190,1,N/A,[],4.5,"Great lecturer, got me really excited about the material. He breaks down the concepts for you and explains them very well. Assignment instructions can be unclear and may contradict what he says in class so be sure to clarify. I would definitely take him again if I could.",06/27/2014,1873786,N/A,,7,5,,good,3.0,people,4.5,0,good
,N/A,CSE205,No,average,A+,2,5,people,Low,45,awesome,23390689,1,Not Mandatory,[],5.0,he is perfect. easy A,06/21/2014,1873786,N/A,,8,5,,good,2.0,people,5,0,good
,N/A,CSE340,No,average,A-,3,4,people,Sorta interested,45,awesome,23215809,1,Mandatory,[],4.5,"Best 340 professor. Very passionate about the material and he asks for feedback on what students need help with. Too many exams (five including the final), but they're fairly easy. Projects are complicated and the guidelines are not always clear. He WILL extend deadlines if enough students ask. Nice guy, needs to refine teaching style a little.",05/10/2014,1873786,N/A,,7,5,,good,3.0,people,4.5,0,good
,N/A,CSE340,No,average,B+,3,3,person,Really into it,45,average,23200891,1,N/A,[],2.5,"I have never been so frustrated with a professor. The way he teaches is an entire mess, assignments and lectures are very unclear. Exams can be easy, but there are only 10 questions each exam, worth 100 points total, that means 10 points per question, also a whole letter grade each question. Take at your own risk.",05/08/2014,1873786,N/A,,0,2,,average,3.0,people,2.5,1,average
,N/A,CSE340,No,average,N/A,3,4,people,Sorta interested,45,good,23184288,1,N/A,[],3.5,"I'd say he's above average as far as Computer Science professors go. The class started out simple and progressed at a fairly steady rate. He would give us extensions on assignments if enough of the class asked. Posted all notes online. Tests were fairly easy and homework was long and sometimes tedious, but not difficult. Would recommend.",05/07/2014,1873786,N/A,,7,3,,average,3.0,people,3.5,0,good
,N/A,CSE340,No,good,N/A,5,2,people,Sorta interested,45,poor,22890264,1,Mandatory,[],2.0,"So difficult! The projects were absolutely horribly long (thousands of lines each), does not seem to care. Updates on Blackboard at last minute, inconsistent on most everything. Unclear/ambiguous on project directions. AVOID!",03/06/2014,1873786,N/A,,0,2,,average,5.0,people,2,7,average
,Yes,CSE340,No,average,B,3,5,person,Really into it,45,awesome,25137728,1,Mandatory,"[u'Clear grading criteria', u""Skip class? You won't pass.""]",5.0,"First, I'm a horrible programmer. Took a lot of effort, but I learned a lot! This ISN'T one of those classes where you spend 48 hrs on a program & don't get the exact correct output & so you get an automatic zero. There is plenty of partial credit. Midterm was easy, final is what gave me a B (didn't study enough). Got 100% on 2 projects (4 total).",08/20/2015,1873786,Yes,,0,5,,good,3.0,people,5,1,good
,N/A,CSE340,No,good,N/A,5,1,people,Meh,45,poor,24127326,1,N/A,[],1.5,Good Luck to you if you want to take his class. Not sure why this is a requirement to be a software engineer since you will NEVER be asked to write a compiler in a real work environment. Nobody will ever ask you to re-invent the wheel! Anyhow I learned my lesson to not take any more classes with him again! ,12/17/2014,1873786,Yes,,4,2,,poor,5.0,people,1.5,11,poor
,N/A,340,Yes,poor,A+,1,5,people,It's my life,45,awesome,24101860,3,Not Mandatory,"[u'Amazing lectures', u'Caring', u'EXTRA CREDIT']",5.0,"He is the best professor and very passionate about his course. If you like coding then go nowhere, you will definitely love his lectures and compiler project. Don't miss any lecture, otherwise you will be out of the game. Lots of interesting stuff covered in one lecture. ",12/16/2014,1873786,Yes,,8,5,,good,1.0,people,5,2,good
,N/A,CSE340,Yes,good,N/A,5,1,people,Meh,45,awful,23719240,1,N/A,"[u'LECTURE HEAVY', u'Tough Grader', u""Skip class? You won't pass.""]",1.0,This teacher does not know how to teach and prepare you for Exams period. He is lazy 1)This is the only class he teaches and only teaches 1 semester which shows his incompetence. 2) Sometimes hard to understand and should retake Eng. 3) The assignments are full of errors and waits until the very last minute to give us and improved parser. AVOID!!!,10/30/2014,1873786,Yes,,1,1,,poor,5.0,person,1,13,poor
,N/A,CSE340,No,good,WD,4,2,person,Really into it,45,average,23548255,1,Not Mandatory,[],2.5,Summer session. Used Java. Tests are easy.  Assignment 2 is KEY.  I got 87% or higher on all exams and assignment 1. I did bad on assignment 2 and this caused me to withdraw from the class as I couldnt do assigments 3 & 4.  Ended the semester with a 67%. Zero's on 3 & 4. Would not allow usage of anothers assignment 2 to comeplete 3 and 4.,08/21/2014,1873786,N/A,,7,3,,average,4.0,people,2.5,1,average
,N/A,CSE340,No,average,N/A,3,1,people,Sorta interested,45,poor,23444290,1,N/A,[],2.0,"Nice guy and interesting lectures, but he didn't really specify the compiler project or how the grader would grade it. He does use material from Bazzi's section, which isn't a huge problem, but that is also what leads to confusion. The grader for this class was useless.",07/14/2014,1873786,N/A,,0,3,,average,3.0,people,2,12,poor
,N/A,CSE340,No,average,N/A,3,1,people,Really into it,45,poor,23438603,1,N/A,[],2.0,Not a good professor. Unclear and contradicting a lot of the time. Seems like he pulled his material from another professor. Just overall a sloppy person.,07/11/2014,1873786,N/A,,1,3,,average,3.0,person,2,8,poor
,N/A,CSE340,No,average,N/A,2,3,people,Really into it,45,good,23419361,1,N/A,[],4.0,"I was worried about taking this course over the summer - given the reputation of it for being hard - but I was happy to find out it is rather straightforward. The big thing about the course is the compiler project. Javier is good at explaining concepts, however, he leaves out critical details when it comes to the project. Use the discussion board!",07/02/2014,1873786,N/A,,7,5,,good,2.0,people,4,0,average
,N/A,CSE340,No,average,N/A,3,4,people,It's my life,45,awesome,23406190,1,N/A,[],4.5,"Great lecturer, got me really excited about the material. He breaks down the concepts for you and explains them very well. Assignment instructions can be unclear and may contradict what he says in class so be sure to clarify. I would definitely take him again if I could.",06/27/2014,1873786,N/A,,7,5,,good,3.0,people,4.5,0,good
,N/A,CSE205,No,average,A+,2,5,people,Low,45,awesome,23390689,1,Not Mandatory,[],5.0,he is perfect. easy A,06/21/2014,1873786,N/A,,8,5,,good,2.0,people,5,0,good
,N/A,CSE340,No,average,A-,3,4,people,Sorta interested,45,awesome,23215809,1,Mandatory,[],4.5,"Best 340 professor. Very passionate about the material and he asks for feedback on what students need help with. Too many exams (five including the final), but they're fairly easy. Projects are complicated and the guidelines are not always clear. He WILL extend deadlines if enough students ask. Nice guy, needs to refine teaching style a little.",05/10/2014,1873786,N/A,,7,5,,good,3.0,people,4.5,0,good
,N/A,CSE340,No,average,B+,3,3,person,Really into it,45,average,23200891,1,N/A,[],2.5,"I have never been so frustrated with a professor. The way he teaches is an entire mess, assignments and lectures are very unclear. Exams can be easy, but there are only 10 questions each exam, worth 100 points total, that means 10 points per question, also a whole letter grade each question. Take at your own risk.",05/08/2014,1873786,N/A,,0,2,,average,3.0,people,2.5,1,average
,N/A,CSE340,No,average,N/A,3,4,people,Sorta interested,45,good,23184288,1,N/A,[],3.5,"I'd say he's above average as far as Computer Science professors go. The class started out simple and progressed at a fairly steady rate. He would give us extensions on assignments if enough of the class asked. Posted all notes online. Tests were fairly easy and homework was long and sometimes tedious, but not difficult. Would recommend.",05/07/2014,1873786,N/A,,7,3,,average,3.0,people,3.5,0,good
,N/A,CSE340,No,good,N/A,5,2,people,Sorta interested,45,poor,22890264,1,Mandatory,[],2.0,"So difficult! The projects were absolutely horribly long (thousands of lines each), does not seem to care. Updates on Blackboard at last minute, inconsistent on most everything. Unclear/ambiguous on project directions. AVOID!",03/06/2014,1873786,N/A,,0,2,,average,5.0,people,2,7,average
,Yes,CPI211,No,poor,A,1,5,people,It's my life,45,awesome,26107929,1,Not Mandatory,"[u'Inspirational', u'Gives good feedback']",5.0,"I've taken Dr. Nelson for CPI111 and CPI211.  He's by far the most welcoming professor I have had at ASU.  He really cares about his students and the subject matter, and seems to really enjoy teaching.  As long as you do the assignments (which he posts complete walkthroughs for), it's an easy (and fun) A.",03/02/2016,1881226,Yes,,0,5,,good,1.0,people,5,0,good
,Yes,CSE494,No,poor,A,1,5,people,Really into it,45,awesome,25820701,1,Not Mandatory,"[u'Respected', u'Gives good feedback']",5.0,Amazing professor. He is casual and fun while at the same time you learn a lot.  He is very fair and goes out of his way to help students succeed. I wish he taught more classes that I could take!,12/24/2015,1881226,Yes,,0,5,,good,1.0,people,5,0,good
,N/A,CSE494,Yes,poor,N/A,1,5,people,It's my life,45,awesome,25648236,1,N/A,"[u'Gives good feedback', u'Hilarious', u'Inspirational']",5.0,"Brian Nelson is the cream of the crop. He is one of the best professors I have ever taken in my college career. He is very helpful, friendly, caring and hardworking. You would be stupid to take another professor over him.",12/11/2015,1881226,Yes,,0,5,,good,1.0,people,5,2,good
,Yes,CPI211,No,poor,A,1,5,person,It's my life,45,awesome,25601672,1,Not Mandatory,"[u'Inspirational', u'Gives good feedback']",5.0,"Honestly my favorite professor at ASU. He's funny, kind, and really cares about his students. He will take time out of his day to meet with you and figure out the bugs in your game. He seems to really enjoy seeing us create games, on the final day he was giggling and smiling at everybody's work. Just a genuinely amazing professor. Take his classes!",12/09/2015,1881226,Yes,,0,5,,good,1.0,people,5,1,good
,N/A,CPI211,Yes,average,A+,2,5,person,It's my life,45,awesome,25493150,1,Not Mandatory,"[u'Caring', u'Respected', u'Inspirational']",5.0,"I had taken  CPI 111 from Nelson and he continues to be an excellent professor for 211. Unity is quite a jump from Game Maker, but he helps in every way he can through his lectures and walk-throughs of assignments. The final project is a bit more daunting than the one in 111, but with time and effort it can be aced.",11/27/2015,1881226,Yes,,0,5,,good,2.0,people,5,1,good
,N/A,CPI211,No,average,N/A,2,5,people,It's my life,45,awesome,25454801,1,N/A,"[u'Gives good feedback', u'Clear grading criteria', u'LOTS OF HOMEWORK']",5.0,"Good class, the professor is awesome",11/19/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,N/A,CPI211,No,average,A,2,5,people,It's my life,45,awesome,24961406,1,N/A,[],5.0,"Excellent teacher. It's always nice to have a teacher who is passionate about what they teach, it makes the classes much more interesting. Always eager to help students and answer any questions. Fun class.",06/12/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,Yes,CPI111,No,average,N/A,2,5,people,It's my life,45,awesome,24740785,1,Not Mandatory,"[u'Caring', u'Clear grading criteria']",5.0,"Professor Nelson is an amazing professor in game development and all around. His lectures are non-mandatory except for the final, but they go over the assignments you need to do anyways and is fun to listen to. He is willing to help students succeed and will go out of his way to help fix and explain glitches if asked. Will take again for CPI 211.",05/05/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,Yes,CPI111,Yes,average,N/A,2,5,people,Really into it,45,awesome,24652553,1,N/A,"[u'Respected', u'Caring']",5.0,Professor Nelson is a great teacher to take for game development. Final can be somewhat hard for people who have no experience in code but the professor will always be there to try and help you. This class does use Game Maker and not Unity which was a disappointment  but professor still did a great job.,04/23/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,Yes,CPI211,Yes,poor,N/A,1,5,people,It's my life,45,awesome,23791716,1,Mandatory,[u'Respected'],5.0,"Probably the best professor I have had at ASU,you can tell he cares a lot about teaching. He goes over absolutely everything and is willing to help you on an individual basis, he also posts videos going over the homework assignments online. Class had a lot of assignments but nothing crazy, I found it to be easier than CPI 111.  Highly recommended. ",11/11/2014,1881226,Yes,,0,5,,good,1.0,people,5,0,good
,N/A,CSE301,No,average,A,2,5,person,Meh,45,awesome,23272489,1,Mandatory,[],5.0,"Ethics is a joke, but this guy seems to actually care about it a bit. So if you want to fly through it, take Farin or someone. We had a to a do a presentation and a 2 page paper for this class. A bit more work than other professors AFAIK. Super nice dude though.",05/18/2014,1881226,N/A,,0,5,,good,2.0,people,5,1,good
,N/A,CSE494,No,poor,A,1,5,people,It's my life,45,awesome,23236567,1,Not Mandatory,[],5.0,"One of the few professors in the CS department that knows how to teach (his degree is in education anyway). Very clear with lectures; assignments and project can take up a bit of time, but nothing difficult for CS majors, and he's a very reasonable grader. Easy, fun class to take if you want to see how CS can be applied in a non-traditional area.",05/13/2014,1881226,N/A,,0,5,,good,1.0,people,5,2,good
,N/A,CSE494,No,average,N/A,2,5,people,Really into it,45,awesome,23199991,1,N/A,[],5.0,Great professor and really interesting class. Expects a lot of work but it was all pretty enjoyable to do. Guided the class through every step of every homework assignment and was always helpful with projects.,05/08/2014,1881226,N/A,,0,5,,good,2.0,people,5,0,good
,N/A,CPI111,Yes,average,A+,2,5,people,It's my life,45,awesome,23181642,1,Not Mandatory,[],5.0,"Brian is one of the best professors I have ever taken at ASU. Assignments in CPI 111 can be time consuming, but everything needed to do the assignments is given in the book or taught by the professor in-class. The professor is extremely helpful and will go out of his way to help the students understand.",05/06/2014,1881226,N/A,,0,5,,good,2.0,people,5,2,good
,Yes,CPI211,No,poor,A,1,5,people,It's my life,45,awesome,26107929,1,Not Mandatory,"[u'Inspirational', u'Gives good feedback']",5.0,"I've taken Dr. Nelson for CPI111 and CPI211.  He's by far the most welcoming professor I have had at ASU.  He really cares about his students and the subject matter, and seems to really enjoy teaching.  As long as you do the assignments (which he posts complete walkthroughs for), it's an easy (and fun) A.",03/02/2016,1881226,Yes,,0,5,,good,1.0,people,5,0,good
,Yes,CSE494,No,poor,A,1,5,people,Really into it,45,awesome,25820701,1,Not Mandatory,"[u'Gives good feedback', u'Respected']",5.0,Amazing professor. He is casual and fun while at the same time you learn a lot.  He is very fair and goes out of his way to help students succeed. I wish he taught more classes that I could take!,12/24/2015,1881226,Yes,,0,5,,good,1.0,people,5,0,good
,N/A,CSE494,Yes,poor,N/A,1,5,people,It's my life,45,awesome,25648236,1,N/A,"[u'Hilarious', u'Gives good feedback', u'Inspirational']",5.0,"Brian Nelson is the cream of the crop. He is one of the best professors I have ever taken in my college career. He is very helpful, friendly, caring and hardworking. You would be stupid to take another professor over him.",12/11/2015,1881226,Yes,,0,5,,good,1.0,people,5,2,good
,Yes,CPI211,No,poor,A,1,5,person,It's my life,45,awesome,25601672,1,Not Mandatory,"[u'Gives good feedback', u'Inspirational']",5.0,"Honestly my favorite professor at ASU. He's funny, kind, and really cares about his students. He will take time out of his day to meet with you and figure out the bugs in your game. He seems to really enjoy seeing us create games, on the final day he was giggling and smiling at everybody's work. Just a genuinely amazing professor. Take his classes!",12/09/2015,1881226,Yes,,0,5,,good,1.0,people,5,1,good
,N/A,CPI211,Yes,average,A+,2,5,person,It's my life,45,awesome,25493150,1,Not Mandatory,"[u'Respected', u'Caring', u'Inspirational']",5.0,"I had taken  CPI 111 from Nelson and he continues to be an excellent professor for 211. Unity is quite a jump from Game Maker, but he helps in every way he can through his lectures and walk-throughs of assignments. The final project is a bit more daunting than the one in 111, but with time and effort it can be aced.",11/27/2015,1881226,Yes,,0,5,,good,2.0,people,5,1,good
,N/A,CPI211,No,average,N/A,2,5,people,It's my life,45,awesome,25454801,1,N/A,"[u'LOTS OF HOMEWORK', u'Clear grading criteria', u'Gives good feedback']",5.0,"Good class, the professor is awesome",11/19/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,N/A,CPI211,No,average,A,2,5,people,It's my life,45,awesome,24961406,1,N/A,[],5.0,"Excellent teacher. It's always nice to have a teacher who is passionate about what they teach, it makes the classes much more interesting. Always eager to help students and answer any questions. Fun class.",06/12/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,Yes,CPI111,No,average,N/A,2,5,people,It's my life,45,awesome,24740785,1,Not Mandatory,"[u'Clear grading criteria', u'Caring']",5.0,"Professor Nelson is an amazing professor in game development and all around. His lectures are non-mandatory except for the final, but they go over the assignments you need to do anyways and is fun to listen to. He is willing to help students succeed and will go out of his way to help fix and explain glitches if asked. Will take again for CPI 211.",05/05/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,Yes,CPI111,Yes,average,N/A,2,5,people,Really into it,45,awesome,24652553,1,N/A,"[u'Respected', u'Caring']",5.0,Professor Nelson is a great teacher to take for game development. Final can be somewhat hard for people who have no experience in code but the professor will always be there to try and help you. This class does use Game Maker and not Unity which was a disappointment  but professor still did a great job.,04/23/2015,1881226,Yes,,0,5,,good,2.0,people,5,0,good
,Yes,CPI211,Yes,poor,N/A,1,5,people,It's my life,45,awesome,23791716,1,Mandatory,[u'Respected'],5.0,"Probably the best professor I have had at ASU,you can tell he cares a lot about teaching. He goes over absolutely everything and is willing to help you on an individual basis, he also posts videos going over the homework assignments online. Class had a lot of assignments but nothing crazy, I found it to be easier than CPI 111.  Highly recommended. ",11/11/2014,1881226,Yes,,0,5,,good,1.0,people,5,0,good
,N/A,CSE301,No,average,A,2,5,person,Meh,45,awesome,23272489,1,Mandatory,[],5.0,"Ethics is a joke, but this guy seems to actually care about it a bit. So if you want to fly through it, take Farin or someone. We had a to a do a presentation and a 2 page paper for this class. A bit more work than other professors AFAIK. Super nice dude though.",05/18/2014,1881226,N/A,,0,5,,good,2.0,people,5,1,good
,N/A,CSE494,No,poor,A,1,5,people,It's my life,45,awesome,23236567,1,Not Mandatory,[],5.0,"One of the few professors in the CS department that knows how to teach (his degree is in education anyway). Very clear with lectures; assignments and project can take up a bit of time, but nothing difficult for CS majors, and he's a very reasonable grader. Easy, fun class to take if you want to see how CS can be applied in a non-traditional area.",05/13/2014,1881226,N/A,,0,5,,good,1.0,people,5,2,good
,N/A,CSE494,No,average,N/A,2,5,people,Really into it,45,awesome,23199991,1,N/A,[],5.0,Great professor and really interesting class. Expects a lot of work but it was all pretty enjoyable to do. Guided the class through every step of every homework assignment and was always helpful with projects.,05/08/2014,1881226,N/A,,0,5,,good,2.0,people,5,0,good
,N/A,CPI111,Yes,average,A+,2,5,people,It's my life,45,awesome,23181642,1,Not Mandatory,[],5.0,"Brian is one of the best professors I have ever taken at ASU. Assignments in CPI 111 can be time consuming, but everything needed to do the assignments is given in the book or taught by the professor in-class. The professor is extremely helpful and will go out of his way to help the students understand.",05/06/2014,1881226,N/A,,0,5,,good,2.0,people,5,2,good
,No,EEE230,Yes,good,N/A,5,2,person,N/A,45,poor,26889280,1,Not Mandatory,"[u'BEWARE OF POP QUIZZES', u'Tough Grader', u'Get ready to read']",2.0,"He is an okay professor, but tough grader, and doesn't explain very well.",08/12/2016,1947744,Yes,,3,2,,average,5.0,people,2,1,average
,N/A,CSE110,No,average,A,3,3,people,Sorta interested,45,good,25390840,1,Not Mandatory,[u'LECTURE HEAVY'],3.5,I went to office hours and he was very helpful. He's always willing to meet with you outside of class. Lectures were ok but you can honestly just read from the book or look online since its a 110 class. He gives pop quizzes that are usually about the material that he just went over in class so pay attention. He gave the textbook for free.,11/11/2015,1947744,Yes,,0,4,,average,3.0,people,3.5,0,average
,N/A,CSE230,Yes,good,N/A,4,4,person,Sorta interested,45,awesome,24799098,1,N/A,"[u'Respected', u'Tough Grader', u'Caring']",4.5,"Great guy, tough class. I was failing the class due to the tests, but when I went in to his office hours he would give me extra points, and tips to do well. I managed to bring my grade up to a B because he was so nice",05/11/2015,1947744,Yes,,0,5,,good,4.0,people,4.5,1,good
,N/A,CSE230,No,good,C,4,2,people,Really into it,45,average,24746084,1,Mandatory,"[u""Skip class? You won't pass."", u'Tough Grader']",2.5,"Easy homework and easy quizzes may initially fool you into thinking this is an easy class, but it shouldn't take you more than a few seconds into the test to realize you're toast. For anyone who chooses to take this class, to study for the tests you should study the stuff he didn't cover in class, because there's a lot of it on his tests.",05/05/2015,1947744,Yes,,0,3,,average,4.0,people,2.5,0,average
,N/A,CSE230,Yes,average,A+,2,5,person,Sorta interested,45,awesome,24719255,1,Mandatory,"[u'Caring', u'BEWARE OF POP QUIZZES', u'LOTS OF HOMEWORK']",5.0,"Mayron is great. Gives good lectures and tries to make things as interesting as possible. HW and quizzes are usually a breeze if you have been paying attention in class. Tests aren't bad if you study, plus he allows note sheets. I would gladly take him again, if I had to take more hardware classes (I'm CS not CSE). ",05/01/2015,1947744,Yes,,0,5,,good,2.0,people,5,1,good
,N/A,EEE230,No,average,N/A,2,4,person,Sorta interested,45,good,24683695,1,N/A,[],4.0,"I have no complaints against Dr. Mayron. He's obviously very interested in the subject and does a great job teaching it in depth considering its only a 200 level class. Don't understand why people are complaining about the homework, I thought they were pretty reasonable.",04/28/2015,1947744,Yes,,0,4,,good,2.0,people,4,1,good
,N/A,CSE230,Yes,poor,N/A,1,5,person,It's my life,45,awesome,24616039,1,N/A,"[u'BEWARE OF POP QUIZZES', u'Inspirational', u'Gives good feedback']",5.0,"Don't listen to anyone here. Mayron is a great professor for CSE 230. If you go to his office hours, he will explain the homework and quizzes. Easy A. Sometimes he may add points to your grade as well",04/17/2015,1947744,Yes,,0,5,,good,1.0,people,5,1,good
,N/A,CSE230,No,average,A+,2,5,people,It's my life,45,awesome,24571813,1,Not Mandatory,"[u'BEWARE OF POP QUIZZES', u'LOTS OF HOMEWORK', u'Respected']",5.0,"The most useful office hours i've ever been to. Extremely open to suggestions and actually changes his class depending on the feedback he gets. The quizzes are tough but they'd be fine if you actually listen in class.  With a little bit of effort, an A is definitely doable.",04/09/2015,1947744,Yes,,0,5,,good,2.0,people,5,2,good
,N/A,CSE230,No,good,N/A,4,2,people,Sorta interested,45,average,24504642,1,N/A,"[u'Get ready to read', u'BEWARE OF POP QUIZZES', u'LOTS OF HOMEWORK']",3.0,"His tests are fair, there are 2 of them each semester, and a final. Weekly quizzes that make you have to attend class. The assignments are impossible to do, even tutors at the tutoring center struggle to help get these completed and they are extremely time consuming. I would recommend NOT taking Mayron for CSE 230. ",03/26/2015,1947744,Yes,,1,4,,average,4.0,person,3,0,average
,N/A,CSE230,No,good,N/A,5,3,people,Really into it,45,average,24504641,1,N/A,"[u'BEWARE OF POP QUIZZES', u'Tough Grader', u'LOTS OF HOMEWORK']",2.5,"He writes assignments specifically to make them too hard to do, the tests are hard, and he just mumbles through his error-ridden slides. Quizes seem to be written just to bring your grade down bit by bit, and if you ask him a question he will talk down to you.",03/26/2015,1947744,Yes,,3,2,,average,5.0,people,2.5,0,average
,N/A,CSE110,Yes,average,A,2,4,people,Really into it,45,awesome,24220570,1,Mandatory,"[u'Clear grading criteria', u'Caring']",4.5,"He is awesome! If you go into his office hours, he will really help you! Also his tests are out of 15 points, but he gives back points if you go in and talk to him! You do have to study if you are new to programming, but overall he is a good prof and very helpful! ",01/03/2015,1947744,Yes,,0,5,,good,2.0,people,4.5,3,good
,N/A,CSE485,No,average,N/A,2,4,person,Sorta interested,45,awesome,24123550,1,N/A,"[u'Participation matters', u'GROUP PROJECTS']",4.5,"Take him for capstone! Laid-back, friendly, approachable. Emphasizes professionalism and teamwork. Two presentations during semester, one individual and one group. Requires LOTS of group participation outside class. A few useless assignments (essay in a CS class?). Grading is pretty lenient. If you demonstrate effort, your grade will reflect it.",12/17/2014,1947744,Yes,,0,5,,good,2.0,people,4.5,1,good
